ANTIDEPRESSANTS (level PKI-1)
DULOXETINE	QUINIDINE	CYP2D6	PKI-1	second-tier
FLUOXETINE	QUINIDINE	CYP2D6	PKI-1	second-tier
FLUVOXAMINE	QUINIDINE	CYP2D6	PKI-1	second-tier
VENLAFAXINE	QUINIDINE	CYP2D6	PKI-1	second-tier
DULOXETINE	TERBINAFINE	CYP2D6	PKI-1	second-tier
FLUOXETINE	TERBINAFINE	CYP2D6	PKI-1	second-tier
FLUVOXAMINE	TERBINAFINE	CYP2D6	PKI-1	second-tier
VENLAFAXINE	TERBINAFINE	CYP2D6	PKI-1	second-tier
DULOXETINE	SERTRALINE	CYP2D6	PKI-1	second-tier
FLUOXETINE	SERTRALINE	CYP2D6	PKI-1	second-tier
FLUVOXAMINE	SERTRALINE	CYP2D6	PKI-1	second-tier
VENLAFAXINE	SERTRALINE	CYP2D6	PKI-1	second-tier
DULOXETINE	PAROXETINE	CYP2D6	PKI-1	second-tier
FLUOXETINE	PAROXETINE	CYP2D6	PKI-1	second-tier
FLUVOXAMINE	PAROXETINE	CYP2D6	PKI-1	second-tier
VENLAFAXINE	PAROXETINE	CYP2D6	PKI-1	second-tier
SERTRALINE	OMEPRAZOLE	CYP2C19	PKI-1	second-tier
DULOXETINE	FLUOXETINE	CYP2D6	PKI-1	second-tier
FLUVOXAMINE	FLUOXETINE	CYP2D6	PKI-1	second-tier
VENLAFAXINE	FLUOXETINE	CYP2D6	PKI-1	second-tier
FLUOXETINE	DULOXETINE	CYP2D6	PKI-1	second-tier
FLUVOXAMINE	DULOXETINE	CYP2D6	PKI-1	second-tier
VENLAFAXINE	DULOXETINE	CYP2D6	PKI-1	second-tier
DULOXETINE	CINACALCET	CYP2D6	PKI-1	second-tier
FLUOXETINE	CINACALCET	CYP2D6	PKI-1	second-tier
FLUVOXAMINE	CINACALCET	CYP2D6	PKI-1	second-tier
VENLAFAXINE	CINACALCET	CYP2D6	PKI-1	second-tier
DULOXETINE	BUPROPION	CYP2D6	PKI-1	second-tier
FLUOXETINE	BUPROPION	CYP2D6	PKI-1	second-tier
FLUVOXAMINE	BUPROPION	CYP2D6	PKI-1	second-tier
VENLAFAXINE	BUPROPION	CYP2D6	PKI-1	second-tier
DULOXETINE	AMIODARONE	CYP2D6	PKI-1	second-tier
FLUOXETINE	AMIODARONE	CYP2D6	PKI-1	second-tier
FLUVOXAMINE	AMIODARONE	CYP2D6	PKI-1	second-tier
VENLAFAXINE	AMIODARONE	CYP2D6	PKI-1	second-tier

ANTIDEPRESSANTS (level PKI-2)

