http://bio2rdf.org/drugbank:DB01118	AMIODARONE	http://bio2rdf.org/drugbank:DB01137	LEVOFLOXACIN	None	None	None	None	Concomitant blockade of cardiac potassium channels	Increased risk of TdP and/or QTc prolongation on ECG	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB01118	AMIODARONE	http://bio2rdf.org/drugbank:DB01155	GEMIFLOXACIN	None	None	None	None	Concomitant blockade of cardiac potassium channels	Increased risk of TdP and/or QTc prolongation on ECG	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB01118	AMIODARONE	http://bio2rdf.org/drugbank:DB00218	MOXIFLOXACIN	None	None	None	None	Concomitant blockade of cardiac potassium channels	Increased risk of TdP and/or QTc prolongation on ECG	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB01118	AMIODARONE	http://bio2rdf.org/drugbank:DB01165	OFLOXACIN	None	None	None	None	Concomitant blockade of cardiac potassium channels	Increased risk of TdP and/or QTc prolongation on ECG	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00564	CARBAMAZEPINE	http://bio2rdf.org/drugbank:DB01211	CLARITHROMYCIN	None	None	None	None	Inhibition of carbamazepine metabolism by CYP3A4	Increased carbamazepine concentrations and risk of carbamazepine toxicity	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00564	CARBAMAZEPINE	http://bio2rdf.org/drugbank:DB00199	ERYTHROMYCIN	None	None	None	None	Inhibition of carbamazepine metabolism by CYP3A4	Increased carbamazepine concentrations and risk of carbamazepine toxicity	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00564	CARBAMAZEPINE	http://bio2rdf.org/drugbank:DB00976	TELITHROMYCIN	None	None	None	None	Inhibition of carbamazepine metabolism by CYP3A4	Increased carbamazepine concentrations and risk of carbamazepine toxicity	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00758	CLOPIDOGREL	http://bio2rdf.org/drugbank:DB00338	OMEPRAZOLE	None	None	None	None	Inhibition of clopidogrel (prodrug) metabolism to active metabolite by CYP2C19	Decreased concentrations of clopidogrel active metabolite and decreased antiplatelet effects	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00390	DIGOXIN	http://bio2rdf.org/drugbank:DB01211	CLARITHROMYCIN	None	None	None	None	Inhibition of digoxin transport by P-glycoprotein resulting in reduced renal and nonrenal elimination of digoxin	Increased digoxin concentrations and risk of digoxin toxicity	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00390	DIGOXIN	http://bio2rdf.org/drugbank:DB00199	ERYTHROMYCIN	None	None	None	None	Inhibition of digoxin transport by P-glycoprotein resulting in reduced renal and nonrenal elimination of digoxin	Increased digoxin concentrations and risk of digoxin toxicity	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00391	DIGOXIN	http://bio2rdf.org/drugbank:DB01167	ITRACONAZOLE	None	None	None	None	Inhibition of digoxin transport by P-glycoprotein resulting in reduced renal and nonrenal elimination of digoxin	Increased digoxin concentrations and risk of digoxin toxicity	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00392	DIGOXIN	http://bio2rdf.org/drugbank:DB01026	KETOCONAZOLE	None	None	None	None	Inhibition of digoxin transport by P-glycoprotein resulting in reduced renal and nonrenal elimination of digoxin	Increased digoxin concentrations and risk of digoxin toxicity	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00393	DIGOXIN	http://bio2rdf.org/drugbank:DB01263	POSACONAZOLE	None	None	None	None	Inhibition of digoxin transport by P-glycoprotein resulting in reduced renal and nonrenal elimination of digoxin	Increased digoxin concentrations and risk of digoxin toxicity	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00641	SIMVASTATIN	http://bio2rdf.org/drugbank:DB01118	AMIODARONE	None	None	None	None	Inhibition of metabolism of simvastatin/ lovastatin by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB01076	ATORVASTATIN_CALCIUM	http://bio2rdf.org/drugbank:DB01167	ITRACONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB01077	ATORVASTATIN_CALCIUM	http://bio2rdf.org/drugbank:DB01026	KETOCONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB01078	ATORVASTATIN_CALCIUM	http://bio2rdf.org/drugbank:DB01263	POSACONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB01079	ATORVASTATIN_CALCIUM	http://bio2rdf.org/drugbank:DB00582	VORICONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB01080	ATORVASTATIN_CALCIUM	http://bio2rdf.org/drugbank:DB00196	FLUCONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB01095	FLUVASTATIN	http://bio2rdf.org/drugbank:DB01167	ITRACONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB01095	FLUVASTATIN	http://bio2rdf.org/drugbank:DB01026	KETOCONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB01095	FLUVASTATIN	http://bio2rdf.org/drugbank:DB01263	POSACONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB01095	FLUVASTATIN	http://bio2rdf.org/drugbank:DB00582	VORICONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB01095	FLUVASTATIN	http://bio2rdf.org/drugbank:DB00196	FLUCONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00227	LOVASTATIN	http://bio2rdf.org/drugbank:DB01167	ITRACONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00227	LOVASTATIN	http://bio2rdf.org/drugbank:DB01026	KETOCONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00227	LOVASTATIN	http://bio2rdf.org/drugbank:DB01263	POSACONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00227	LOVASTATIN	http://bio2rdf.org/drugbank:DB00582	VORICONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00227	LOVASTATIN	http://bio2rdf.org/drugbank:DB00196	FLUCONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00175	PRAVASTATIN	http://bio2rdf.org/drugbank:DB01167	ITRACONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00175	PRAVASTATIN	http://bio2rdf.org/drugbank:DB01026	KETOCONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00175	PRAVASTATIN	http://bio2rdf.org/drugbank:DB01263	POSACONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00175	PRAVASTATIN	http://bio2rdf.org/drugbank:DB00582	VORICONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00175	PRAVASTATIN	http://bio2rdf.org/drugbank:DB00196	FLUCONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB01098	ROSUVASTATIN	http://bio2rdf.org/drugbank:DB01167	ITRACONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB01098	ROSUVASTATIN	http://bio2rdf.org/drugbank:DB01026	KETOCONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB01098	ROSUVASTATIN	http://bio2rdf.org/drugbank:DB01263	POSACONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB01098	ROSUVASTATIN	http://bio2rdf.org/drugbank:DB00582	VORICONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB01098	ROSUVASTATIN	http://bio2rdf.org/drugbank:DB00196	FLUCONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00641	SIMVASTATIN	http://bio2rdf.org/drugbank:DB01167	ITRACONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00641	SIMVASTATIN	http://bio2rdf.org/drugbank:DB01026	KETOCONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00641	SIMVASTATIN	http://bio2rdf.org/drugbank:DB01263	POSACONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00641	SIMVASTATIN	http://bio2rdf.org/drugbank:DB00582	VORICONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00641	SIMVASTATIN	http://bio2rdf.org/drugbank:DB00196	FLUCONAZOLE	None	None	None	None	Inhibition of simvastatin/ lovastatin metabolism by CYP3A4	Increased simvastatin/ lovastatin concentrations and risk of myopathy/ rhabdomyolysis	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00675	TAMOXIFEN	http://bio2rdf.org/drugbank:DB01156	BUPROPION	None	None	None	None	Inhibition of activation of tamoxifen (prodrug) to its major active metabolite by CYP2D6	Decreased clinical effectiveness of tamoxifen (decreased disease-free survival) people with “normal” CYP2D6 activity (extensive metabolizers) would be at risk of this interaction	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00675	TAMOXIFEN	http://bio2rdf.org/drugbank:DB00476	DULOXETINE	None	None	None	None	Inhibition of activation of tamoxifen (prodrug) to its major active metabolite by CYP2D6	Decreased clinical effectiveness of tamoxifen (decreased disease-free survival) people with “normal” CYP2D6 activity (extensive metabolizers) would be at risk of this interaction	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00675	TAMOXIFEN	http://bio2rdf.org/drugbank:DB00472	FLUOXETINE	None	None	None	None	Inhibition of activation of tamoxifen (prodrug) to its major active metabolite by CYP2D6	Decreased clinical effectiveness of tamoxifen (decreased disease-free survival) people with “normal” CYP2D6 activity (extensive metabolizers) would be at risk of this interaction	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00675	TAMOXIFEN	http://bio2rdf.org/drugbank:DB00715	PAROXETINE	None	None	None	None	Inhibition of activation of tamoxifen (prodrug) to its major active metabolite by CYP2D6	Decreased clinical effectiveness of tamoxifen (decreased disease-free survival) people with “normal” CYP2D6 activity (extensive metabolizers) would be at risk of this interaction	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00682	WARFARIN	http://bio2rdf.org/drugbank:DB01118	AMIODARONE	None	None	None	None	Inhibition of warfarin metabolism by CYP2C9	Increased warfarin concentrations and bleeding risk	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00682	WARFARIN	http://bio2rdf.org/drugbank:DB00196	FLUCONAZOLE	None	None	None	None	Inhibition of warfarin metabolism by CYP2C9	Increased warfarin concentrations and bleeding risk	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00682	WARFARIN	http://bio2rdf.org/drugbank:DB01110	MICONAZOLE	None	None	None	None	Inhibition of warfarin metabolism by CYP2C10	Increased warfarin concentrations and bleeding risk	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00682	WARFARIN	http://bio2rdf.org/drugbank:DB00582	VORICONAZOLE	None	None	None	None	Inhibition of warfarin metabolism by CYP2C11	Increased warfarin concentrations and bleeding risk	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
http://bio2rdf.org/drugbank:DB00682	WARFARIN	http://bio2rdf.org/drugbank:DB00564	CARBAMAZEPINE	None	None	None	None	Induction of warfarin metabolism	Decreased warfarin concentrations and warfarin effects	None	None	None	None	None	None	None	None	None	None	CredibleMeds	None	None	None	None	None	None
